year,election,jurisdiction,position,candidate,precinct,vote_count,vote_percent
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1307,22,20.56
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1308,36,26.09
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1317,68,34.52
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1318,66,30.56
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1319,39,20.53
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1320,43,31.62
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1321,39,25
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1322,45,22.96
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1323,44,25
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1324,72,25.35
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1325,43,23.12
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1326,57,22.01
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1328,31,20.13
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1329,50,21.83
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1330,43,24.16
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1331,37,22.56
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1332,32,20.25
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1333,30,21.28
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1334,31,17.22
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1338,71,36.41
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1339,28,22.58
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1341,47,21.08
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1342,51,29.82
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1343,37,27.41
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1344,52,27.96
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1345,42,24.71
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1347,51,27.42
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1355,40,21.39
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1382,56,28
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1384,59,35.12
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1385,32,26.45
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1386,52,33.12
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1387,81,34.47
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1388,52,29.71
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1389,40,31.01
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1390,34,24.29
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1391,52,29.05
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1392,33,22.15
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1393,38,27.94
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1394,49,19.37
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1395,47,27.33
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1396,38,33.63
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1397,56,32.18
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1398,45,21.13
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1399,55,37.41
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1661,58,42.96
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1662,94,47.96
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1663,80,50.63
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1664,62,46.62
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1665,145,43.41
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1666,56,35.67
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1668,55,32.54
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1670,88,38.6
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1672,60,47.24
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1673,76,39.58
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1675,56,39.44
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1676,55,44.35
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1677,103,58.52
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1679,70,41.42
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1682,86,44.79
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1683,59,35.76
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1684,26,24.3
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1685,39,24.68
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1686,24,22.64
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1687,53,28.65
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1688,22,23.66
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1689,78,37.32
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1690,32,29.91
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1691,43,43.43
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1692,70,41.92
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1693,76,46.91
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1695,93,44.29
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1696,57,29.84
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1697,47,36.43
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1698,53,40.46
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1699,26,29.89
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1700,49,36.57
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1701,71,48.97
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1702,91,38.08
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1703,86,38.74
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1704,16,20.25
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1709,35,26.12
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1710,13,16.46
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1711,22,22
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1712,44,26.19
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1713,33,28.45
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1714,54,26.09
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1715,14,16.67
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1716,12,13.33
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1717,46,34.59
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1718,30,24.79
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1719,60,34.48
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1720,36,22.93
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1721,29,22.14
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1722,32,21.33
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1723,62,34.83
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1724,43,28.48
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1725,34,25.76
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1726,41,31.54
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1727,55,30.05
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1729,30,31.58
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1730,64,37.21
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1731,68,39.08
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1732,77,39.09
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1734,56,29.79
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1735,52,43.33
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1736,38,31.67
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1737,40,30.3
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1738,37,33.64
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1739,38,25.5
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1740,46,29.3
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1741,30,23.81
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1742,41,35.65
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1743,65,41.4
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1744,65,36.93
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1746,42,27.27
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1747,62,42.47
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1748,42,35
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1749,46,26.14
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1750,65,33.33
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1751,39,29.55
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1752,49,32.67
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1754,64,38.55
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1755,37,35.24
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1756,57,26.03
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1757,51,42.15
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1758,55,37.93
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1759,48,39.67
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1760,55,33.33
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1761,62,45.26
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1762,35,26.12
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1763,32,24.81
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1764,43,31.16
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1765,39,34.51
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1766,93,30.49
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1767,27,27.27
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1768,36,34.62
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1769,45,37.19
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1771,51,30.54
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1803,57,39.31
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1805,37,25
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1806,32,19.88
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1808,26,21.49
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1812,31,27.68
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1813,32,32.32
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1815,49,29.88
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-1816,28,23.93
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2116,36,25.53
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2117,39,28.26
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2118,39,24.53
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2119,47,27.65
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2120,60,36.81
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2121,51,26.84
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2125,52,30.59
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2126,55,23.01
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2130,51,36.69
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2131,51,28.81
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2133,34,20
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2134,37,20.11
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2146,41,26.62
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2147,96,37.94
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2148,74,46.25
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2149,51,30.72
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2161,62,29.81
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2162,40,19.7
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2163,39,31.2
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2164,42,28.97
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2165,32,28.57
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2166,60,38.46
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2167,39,29.1
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2168,68,29.69
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2170,54,26.73
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2171,81,34.76
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2172,45,29.8
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2502,62,35.84
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2503,40,32.79
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2504,50,35.21
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2505,59,38.31
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2506,60,42.86
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2507,41,37.61
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2508,68,37.16
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2509,53,33.33
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2510,50,30.67
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2511,76,41.08
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2512,78,35.45
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2513,65,35.52
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2514,77,36.32
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2515,52,25.12
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2517,40,18.52
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2518,40,21.98
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2520,52,27.37
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2523,89,38.86
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2524,32,30.77
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2526,65,36.31
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2528,79,32.78
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2529,58,31.87
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2532,74,37.37
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2533,59,35.76
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2534,46,28.4
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2535,27,14.06
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2536,55,24.55
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2590,39,29.32
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2592,46,34.59
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2593,47,38.84
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2743,74,33.94
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-2795,27,31.4
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3153,67,35.26
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3317,41,18.55
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3318,22,14.86
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3319,26,26.53
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3586,30,19.87
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3587,7,7.29
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3685,46,26.44
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3689,21,23.86
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3699,23,16.55
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3710,21,23.86
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3720,40,20.1
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3743,69,32.09
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3744,54,24.11
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3745,46,33.09
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3797,19,24.36
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3821,30,27.03
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3822,18,20
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3933,18,21.95
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3936,25,28.74
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 36-3972,26,27.66
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1335,52,18.51
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1348,19,14.84
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1349,24,17.27
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1350,21,21.21
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1351,32,16.49
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1352,33,19.08
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1353,35,20.23
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1354,31,19.62
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1359,37,18.41
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1360,16,14.29
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1361,23,20.72
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1362,37,19.58
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1363,26,21.49
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1364,49,21.3
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1365,37,20.56
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1366,24,19.83
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1367,45,27.44
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1368,15,13.64
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1372,33,20.12
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1373,38,22.62
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1374,31,24.41
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1375,30,21.58
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1376,37,15.55
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1377,39,27.86
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1378,29,19.86
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1379,29,24.79
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1380,27,22.13
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1772,62,30.24
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1773,56,31.28
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1775,1,5
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-1801,89,34.1
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-2544,36,24.83
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-2749,26,25.49
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-2750,41,39.05
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-2850,18,15.52
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3267,20,26.32
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3341,76,35.68
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3345,36,24
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3496,77,31.69
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3566,52,28.11
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3570,17,20.99
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3605,46,25
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3669,24,23.76
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3679,21,25.93
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3700,92,38.02
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3701,26,20.97
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3705,20,16.67
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3748,25,16.67
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3749,37,32.46
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3750,25,23.58
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3787,16,19.51
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3875,18,33.96
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3877,46,35.66
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 43-3951,47,30.92
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1263,27,18
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1264,49,32.03
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1265,30,27.78
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1266,36,25
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1267,36,23.38
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1268,55,33.74
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1269,35,21.88
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1272,54,23.48
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1274,50,21.93
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1275,36,30
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1277,34,22.82
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1278,31,20.53
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1280,39,21.67
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1282,88,29.14
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1283,33,26.83
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1284,27,26.47
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1285,40,27.4
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1292,35,31.53
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1300,11,12.64
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1309,67,29
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1310,37,25.69
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1311,27,20
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1312,31,31.63
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1313,30,27.03
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1314,27,21.95
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1357,28,20.74
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1358,38,22.22
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1369,22,18.18
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1370,31,23.31
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1371,19,17.92
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1400,44,30.14
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1401,37,20.11
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1402,27,18.37
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1403,31,18.24
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1404,27,21.43
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-1406,60,29.85
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-2127,71,37.97
2023,Primary,King County,Council District No. 4,Sarah Reyneveld,SEA 46-2128,42,27.63
